NOC;Edition;Sport;Bronze;Gold;Silver
SUI;1896;Gymnastics;;1;2
CUB;2008;Boxing;4;;4
CUB;2008;Judo;3;;3
CUB;2008;Athletics;2;1;2
CUB;2008;Taekwondo;1;;
CUB;2008;Shooting;1;;
CUB;2008;Wrestling;;1;
CUB;2008;Cycling;;;1
CUB;2008;Baseball;;;1
CUB;2004;Judo;5;;1
CUB;2004;Athletics;2;2;1
CUB;2004;Wrestling;1;1;1
CUB;2004;Volleyball;1;;
CUB;2004;Shooting;1;;
CUB;2004;Boxing;1;5;2
CUB;2004;Taekwondo;;;1
CUB;2004;Canoe / Kayak;;;1
CUB;2004;Baseball;;1;
CUB;1992;Athletics;4;2;1
CUB;1992;Wrestling;3;2;
CUB;1992;Judo;3;1;1
CUB;1992;Fencing;1;;1
CUB;1992;Weightlifting;;;1
CUB;1992;Volleyball;;1;
CUB;1992;Boxing;;7;2
CUB;1992;Baseball;;1;
CUB;1996;Judo;4;1;1
CUB;1996;Wrestling;1;1;1
CUB;1996;Fencing;1;;1
CUB;1996;Athletics;1;;1
CUB;1996;Aquatics;1;;1
CUB;1996;Weightlifting;;1;
CUB;1996;Volleyball;;1;
CUB;1996;Boxing;;4;3
CUB;1996;Baseball;;1;
CUB;2000;Boxing;2;4;
CUB;2000;Athletics;2;2;2
CUB;2000;Wrestling;1;1;3
CUB;2000;Judo;1;2;2
CUB;2000;Fencing;1;;
CUB;2000;Volleyball;;1;
CUB;2000;Taekwondo;;1;1
CUB;2000;Canoe / Kayak;;;2
CUB;2000;Baseball;;;1
CUB;2012;Athletics;2;;1
CUB;2012;Wrestling;1;1;
CUB;2012;Weightlifting;1;;
CUB;2012;Taekwondo;1;;
CUB;2012;Boxing;1;2;
CUB;2012;Shooting;;1;
CUB;2012;Judo;;1;2
CUB;1980;Boxing;2;6;2
CUB;1980;Weightlifting;1;1;
CUB;1980;Shooting;1;;
CUB;1980;Athletics;1;1;2
CUB;1980;Judo;;;3
CUB;1972;Athletics;2;;
CUB;1972;Boxing;1;3;1
CUB;1972;Basketball;1;;
CUB;1976;Boxing;2;3;3
CUB;1976;Volleyball;1;;
CUB;1976;Judo;;1;
CUB;1976;Athletics;;2;1
CUB;1904;Fencing;3;4;2
CUB;1968;Boxing;;;2
CUB;1968;Athletics;;;2
CUB;1964;Athletics;;;1
CUB;1948;Sailing;;;1
CUB;1900;Fencing;;1;1
UKR;2008;Wrestling;3;;2
UKR;2008;Athletics;3;1;1
UKR;2008;Gymnastics;2;;
UKR;2008;Weightlifting;1;;1
UKR;2008;Modern Pentathlon;1;;
UKR;2008;Judo;1;;
UKR;2008;Cycling;1;;
UKR;2008;Canoe / Kayak;1;1;
UKR;2008;Boxing;1;1;
UKR;2008;Aquatics;1;;
UKR;2008;Shooting;;2;1
UKR;2008;Fencing;;1;
UKR;2008;Archery;;1;
UKR;1996;Wrestling;3;1;
UKR;1996;Athletics;3;1;
UKR;1996;Gymnastics;2;4;1
UKR;1996;Weightlifting;1;1;
UKR;1996;Sailing;1;1;
UKR;1996;Boxing;1;1;
UKR;1996;Archery;1;;
UKR;1996;Rowing;;;1
UKR;2000;Boxing;3;;2
UKR;2000;Athletics;2;;
UKR;2000;Sailing;1;;
UKR;2000;Judo;1;;
UKR;2000;Gymnastics;1;;2
UKR;2000;Cycling;1;;1
UKR;2000;Aquatics;1;2;2
UKR;2000;Wrestling;;;2
UKR;2000;Shooting;;1;
UKR;2000;Archery;;;1
UKR;2004;Athletics;2;1;1
UKR;2004;Rowing;1;;
UKR;2004;Handball;1;;
UKR;2004;Gymnastics;1;2;
UKR;2004;Fencing;1;;
UKR;2004;Canoe / Kayak;1;;
UKR;2004;Archery;1;;
UKR;2004;Aquatics;1;2;
UKR;2004;Wrestling;;2;
UKR;2004;Weightlifting;;1;1
UKR;2004;Shooting;;1;
UKR;2004;Sailing;;;2
UKR;2004;Judo;;;1
UKR;2012;Shooting;2;;
UKR;2012;Athletics;2;;1
UKR;2012;Weightlifting;1;1;
UKR;2012;Gymnastics;1;;
UKR;2012;Fencing;1;1;
UKR;2012;Boxing;1;2;1
UKR;2012;Wrestling;;;1
UKR;2012;Rowing;;1;
UKR;2012;Canoe / Kayak;;1;2
BRA;1996;Judo;2;;
BRA;1996;Aquatics;2;;1
BRA;1996;Volleyball;1;1;1
BRA;1996;Sailing;1;2;
BRA;1996;Football;1;;
BRA;1996;Equestrian;1;;
BRA;1996;Athletics;1;;
BRA;1996;Basketball;;;1
BRA;2012;Judo;2;1;
BRA;2012;Boxing;2;;1
BRA;2012;Volleyball;1;1;2
BRA;2012;Sailing;1;;
BRA;2012;Modern Pentathlon;1;;
BRA;2012;Aquatics;1;;1
BRA;2012;Gymnastics;;1;
BRA;2012;Football;;;1
BRA;2008;Judo;3;;
BRA;2008;Volleyball;1;1;2
BRA;2008;Taekwondo;1;;
BRA;2008;Sailing;1;;1
BRA;2008;Football;1;;1
BRA;2008;Aquatics;1;1;
BRA;2008;Athletics;;1;
BRA;2000;Volleyball;2;;2
BRA;2000;Sailing;1;;1
BRA;2000;Equestrian;1;;
BRA;2000;Basketball;1;;
BRA;2000;Aquatics;1;;
BRA;2000;Judo;;;2
BRA;2000;Athletics;;;1
BRA;2004;Judo;2;;
BRA;2004;Athletics;1;;
BRA;2004;Volleyball;;2;1
BRA;2004;Sailing;;2;
BRA;2004;Football;;;1
BRA;2004;Equestrian;;1;
BRA;1988;Sailing;2;;
BRA;1988;Athletics;1;;1
BRA;1988;Judo;;1;
BRA;1988;Football;;;1
BRA;1984;Judo;2;;1
BRA;1984;Volleyball;;;1
BRA;1984;Sailing;;;1
BRA;1984;Football;;;1
BRA;1984;Athletics;;1;
BRA;1984;Aquatics;;;1
BRA;1980;Athletics;1;;
BRA;1980;Aquatics;1;;
BRA;1980;Sailing;;2;
BRA;1976;Sailing;1;;
BRA;1976;Athletics;1;;
BRA;1972;Judo;1;;
BRA;1972;Athletics;1;;
BRA;1968;Sailing;1;;
BRA;1968;Boxing;1;;
BRA;1968;Athletics;;;1
BRA;1960;Basketball;1;;
BRA;1960;Aquatics;1;;
BRA;1952;Athletics;1;1;
BRA;1952;Aquatics;1;;
BRA;1964;Basketball;1;;
BRA;1948;Basketball;1;;
BRA;1920;Shooting;1;1;1
BRA;1992;Volleyball;;1;
BRA;1992;Judo;;1;
BRA;1992;Aquatics;;;1
BRA;1956;Athletics;;1;
BEL;1920;Equestrian;2;2;1
BEL;1920;Archery;2;8;4
BEL;1920;Weightlifting;1;1;1
BEL;1920;Tug of War;1;;
BEL;1920;Sailing;1;1;1
BEL;1920;Hockey;1;;
BEL;1920;Gymnastics;1;;1
BEL;1920;Cycling;1;1;
BEL;1920;Aquatics;1;;1
BEL;1920;Shooting;;;1
BEL;1920;Football;;1;
BEL;1920;Fencing;;;1
BEL;1900;Shooting;2;;
BEL;1900;Football;1;;
BEL;1900;Equestrian;1;2;1
BEL;1900;Archery;1;3;2
BEL;1900;Rowing;;;1
BEL;1900;Aquatics;;;1
BEL;2000;Judo;2;;
BEL;2000;Tennis;1;;
BEL;2000;Cycling;;;2
BEL;1976;Equestrian;2;;
BEL;1976;Athletics;1;;2
BEL;1976;Cycling;;;1
BEL;1948;Fencing;1;;
BEL;1948;Cycling;1;1;1
BEL;1948;Athletics;1;1;
BEL;1948;Boxing;;;1
BEL;1924;Fencing;1;1;2
BEL;1924;Cycling;1;;2
BEL;1924;Boxing;1;1;
BEL;1924;Wrestling;;;1
BEL;1924;Sailing;;1;
BEL;1924;Aquatics;;;2
BEL;1912;Fencing;1;2;
BEL;1912;Equestrian;1;;
BEL;1912;Aquatics;1;;
BEL;1912;Rowing;;;1
BEL;2004;Judo;1;;
BEL;2004;Cycling;1;;
BEL;2004;Tennis;;1;
BEL;1996;Judo;2;1;1
BEL;1996;Sailing;;;1
BEL;1996;Aquatics;;1;
BEL;1992;Judo;1;;
BEL;1992;Cycling;1;;
BEL;1992;Rowing;;;1
BEL;1988;Shooting;1;;
BEL;1988;Judo;1;;
BEL;1984;Rowing;1;;1
BEL;1984;Aquatics;1;;
BEL;1984;Cycling;;1;
BEL;1960;Sailing;1;;
BEL;1960;Cycling;1;;1
BEL;1960;Athletics;;;1
BEL;1936;Cycling;1;;
BEL;1936;Aquatics;1;;
BEL;1928;Rowing;1;;
BEL;1928;Boxing;1;;
BEL;1928;Wrestling;;;1
BEL;1908;Fencing;1;;
BEL;1908;Cycling;1;;
BEL;1908;Shooting;;1;2
BEL;1908;Sailing;;;1
BEL;1908;Rowing;;;1
BEL;1908;Aquatics;;;1
BEL;2012;Sailing;1;;
BEL;2012;Shooting;;;1
BEL;1968;Cycling;1;;
BEL;1968;Weightlifting;;;1
BEL;1964;Cycling;1;1;
BEL;1964;Athletics;;1;
BEL;2008;Athletics;;1;1
BEL;1980;Judo;;1;
BEL;1972;Athletics;;;2
BEL;1956;Wrestling;;;1
BEL;1956;Sailing;;;1
BEL;1952;Rowing;;;1
BEL;1952;Cycling;;2;1
TCH;1980;Wrestling;2;;
TCH;1980;Cycling;2;;
TCH;1980;Weightlifting;1;1;
TCH;1980;Rowing;1;;
TCH;1980;Judo;1;;
TCH;1980;Gymnastics;1;;
TCH;1980;Boxing;1;;
TCH;1980;Hockey;;;1
TCH;1980;Football;;1;
TCH;1980;Athletics;;;2
TCH;1924;Gymnastics;4;1;4
TCH;1924;Weightlifting;1;;
TCH;1976;Rowing;2;;
TCH;1976;Modern Pentathlon;1;;1
TCH;1976;Athletics;1;;
TCH;1976;Wrestling;;;1
TCH;1976;Shooting;;1;
TCH;1976;Cycling;;1;
TCH;1968;Wrestling;2;;
TCH;1968;Volleyball;1;;
TCH;1968;Athletics;1;1;
TCH;1968;Shooting;;1;
TCH;1968;Gymnastics;;4;2
TCH;1968;Aquatics;;1;
TCH;1964;Rowing;2;;
TCH;1964;Shooting;1;;
TCH;1964;Wrestling;;;1
TCH;1964;Weightlifting;;1;
TCH;1964;Volleyball;;;1
TCH;1964;Gymnastics;;3;1
TCH;1964;Football;;;1
TCH;1964;Cycling;;1;
TCH;1964;Athletics;;;2
TCH;1960;Wrestling;1;;
TCH;1960;Rowing;1;1;
TCH;1960;Boxing;1;1;
TCH;1960;Gymnastics;;1;1
TCH;1960;Athletics;;;1
TCH;1952;Wrestling;1;;1
TCH;1952;Gymnastics;1;;
TCH;1952;Canoe / Kayak;1;1;1
TCH;1952;Rowing;;1;
TCH;1952;Boxing;;1;
TCH;1952;Athletics;;4;1
TCH;1948;Gymnastics;3;1;
TCH;1948;Canoe / Kayak;;3;1
TCH;1948;Boxing;;1;
TCH;1948;Athletics;;1;1
TCH;1988;Wrestling;1;;
TCH;1988;Tennis;1;1;1
TCH;1988;Shooting;;1;1
TCH;1988;Athletics;;1;1
TCH;1972;Rowing;1;;1
TCH;1972;Athletics;1;1;
TCH;1972;Wrestling;;1;
TCH;1972;Shooting;;;1
TCH;1972;Handball;;;1
TCH;1972;Aquatics;;;1
TCH;1928;Weightlifting;1;;
TCH;1928;Gymnastics;1;1;3
TCH;1928;Wrestling;;;1
TCH;1928;Equestrian;;1;
TCH;1928;Boxing;;;1
TCH;1920;Tennis;1;;
TCH;1920;Ice Hockey;1;;
TCH;1992;Shooting;1;1;
TCH;1992;Rowing;;;1
TCH;1992;Canoe / Kayak;;1;1
TCH;1992;Athletics;;2;
TCH;1956;Athletics;1;1;
TCH;1956;Shooting;;;1
TCH;1956;Gymnastics;;;1
TCH;1956;Cycling;;;2
TCH;1932;Athletics;1;;
TCH;1932;Wrestling;;;1
TCH;1932;Weightlifting;;1;1
TCH;1936;Wrestling;;;2
TCH;1936;Weightlifting;;;1
TCH;1936;Gymnastics;;1;1
TCH;1936;Canoe / Kayak;;2;1
NOR;1920;Shooting;4;5;2
NOR;1920;Rowing;2;;
NOR;1920;Wrestling;1;;
NOR;1920;Skating;1;;2
NOR;1920;Sailing;1;7;4
NOR;1920;Gymnastics;;;1
NOR;1920;Boxing;;;1
NOR;1920;Athletics;;1;
NOR;1912;Tennis;1;;
NOR;1912;Shooting;1;;1
NOR;1912;Rowing;1;;
NOR;1912;Gymnastics;1;1;
NOR;1912;Sailing;;2;
NOR;1912;Athletics;;1;
NOR;2000;Shooting;1;;
NOR;2000;Sailing;1;;
NOR;2000;Handball;1;;
NOR;2000;Taekwondo;;;1
NOR;2000;Rowing;;;1
NOR;2000;Football;;1;
NOR;2000;Canoe / Kayak;;2;
NOR;2000;Athletics;;1;1
NOR;1996;Sailing;1;;
NOR;1996;Football;1;;
NOR;1996;Athletics;1;1;
NOR;1996;Rowing;;;1
NOR;1996;Canoe / Kayak;;1;1
NOR;1948;Shooting;1;;
NOR;1948;Rowing;1;;
NOR;1948;Canoe / Kayak;1;;1
NOR;1948;Wrestling;;;1
NOR;1948;Sailing;;1;
NOR;1948;Athletics;;;1
NOR;1924;Shooting;1;2;1
NOR;1924;Boxing;1;1;
NOR;1924;Athletics;1;;
NOR;1924;Sailing;;2;1
NOR;1908;Athletics;2;;1
NOR;1908;Shooting;1;2;
NOR;1908;Wrestling;;;1
NOR;1908;Gymnastics;;;1
NOR;1900;Shooting;2;;2
NOR;1900;Athletics;1;;
NOR;1984;Rowing;1;;
NOR;1984;Cycling;1;;
NOR;1984;Athletics;;;1
NOR;1956;Athletics;2;1;
NOR;1936;Football;1;;
NOR;1936;Boxing;1;;1
NOR;1936;Shooting;;1;
NOR;1936;Sailing;;;2
NOR;2012;Cycling;1;;
NOR;2012;Handball;;1;
NOR;2012;Fencing;;;1
NOR;2012;Canoe / Kayak;;1;
NOR;2008;Aquatics;1;;1
NOR;2008;Taekwondo;;;1
NOR;2008;Shooting;;;1
NOR;2008;Rowing;;1;
NOR;2008;Handball;;1;
NOR;2008;Canoe / Kayak;;;1
NOR;2008;Athletics;;1;1
NOR;2004;Canoe / Kayak;1;1;
NOR;2004;Sailing;;1;
NOR;2004;Rowing;;1;
NOR;2004;Cycling;;1;
NOR;2004;Athletics;;1;
NOR;1992;Canoe / Kayak;1;;1
NOR;1992;Wrestling;;1;
NOR;1992;Shooting;;;1
NOR;1992;Sailing;;1;
NOR;1992;Rowing;;;1
NOR;1992;Handball;;;1
NOR;1972;Canoe / Kayak;1;;
NOR;1972;Weightlifting;;1;
NOR;1972;Rowing;;;1
NOR;1972;Cycling;;1;
NOR;1928;Athletics;1;;
NOR;1928;Sailing;;1;1
NOR;1928;Equestrian;;;1
NOR;1988;Wrestling;;1;
NOR;1988;Shooting;;1;
NOR;1988;Sailing;;;1
NOR;1988;Rowing;;;1
NOR;1988;Handball;;;1
NOR;1976;Rowing;;1;1
NOR;1968;Sailing;;;1
NOR;1968;Canoe / Kayak;;1;
NOR;1960;Sailing;;1;
NOR;1952;Shooting;;2;
NOR;1952;Sailing;;1;2
BLR;2000;Shooting;3;;1
BLR;2000;Athletics;3;2;
BLR;2000;Weightlifting;2;;
BLR;2000;Wrestling;1;;
BLR;2000;Modern Pentathlon;1;;
BLR;2000;Judo;1;;
BLR;2000;Rowing;;1;
BLR;2000;Gymnastics;;;2
BLR;2008;Athletics;3;1;3
BLR;2008;Wrestling;2;;
BLR;2008;Rowing;2;;
BLR;2008;Weightlifting;1;1;1
BLR;2008;Gymnastics;1;;1
BLR;2008;Canoe / Kayak;1;2;
BLR;1996;Gymnastics;4;;
BLR;1996;Athletics;2;;2
BLR;1996;Wrestling;1;;3
BLR;1996;Rowing;1;1;
BLR;1996;Shooting;;;1
BLR;2004;Wrestling;1;;
BLR;2004;Weightlifting;1;;2
BLR;2004;Shooting;1;;
BLR;2004;Rowing;1;;1
BLR;2004;Cycling;1;;
BLR;2004;Canoe / Kayak;1;;
BLR;2004;Athletics;1;1;1
BLR;2004;Judo;;1;
BLR;2004;Boxing;;;2
BLR;2012;Weightlifting;2;;
BLR;2012;Tennis;1;1;
BLR;2012;Gymnastics;1;;1
BLR;2012;Canoe / Kayak;1;;2
BLR;2012;Shooting;;1;
BLR;2012;Aquatics;;;2
NZL;1988;Rowing;3;;
NZL;1988;Aquatics;2;;
NZL;1988;Sailing;1;1;1
NZL;1988;Equestrian;1;1;
NZL;1988;Canoe / Kayak;1;1;1
NZL;1992;Sailing;1;1;2
NZL;1992;Equestrian;1;;1
NZL;1992;Cycling;1;;
NZL;1992;Boxing;1;;
NZL;1992;Athletics;1;;
NZL;1992;Aquatics;;;1
NZL;2012;Rowing;2;3;
NZL;2012;Equestrian;1;;
NZL;2012;Cycling;1;;
NZL;2012;Sailing;;1;1
NZL;2012;Canoe / Kayak;;1;
NZL;2012;BMX;;;1
NZL;2012;Athletics;;1;
NZL;2008;Rowing;2;1;
NZL;2008;Triathlon;1;;
NZL;2008;Cycling;1;;1
NZL;2008;Sailing;;1;
NZL;2008;Athletics;;1;1
NZL;2000;Sailing;2;;
NZL;2000;Equestrian;1;;
NZL;2000;Rowing;;1;
NZL;1984;Sailing;1;2;
NZL;1984;Rowing;1;1;
NZL;1984;Equestrian;;1;
NZL;1984;Canoe / Kayak;;4;
NZL;1984;Boxing;;;1
NZL;1968;Shooting;1;;
NZL;1968;Athletics;1;;
NZL;1968;Rowing;;1;
NZL;1964;Athletics;2;2;
NZL;1964;Sailing;;1;
NZL;1952;Athletics;1;1;
NZL;1952;Aquatics;1;;
NZL;1996;Equestrian;1;1;1
NZL;1996;Sailing;;;1
NZL;1996;Aquatics;;2;
NZL;1976;Rowing;1;;
NZL;1976;Hockey;;1;
NZL;1976;Athletics;;1;1
NZL;1972;Athletics;1;;
NZL;1972;Rowing;;1;1
NZL;1960;Athletics;1;2;
NZL;1924;Athletics;1;;
NZL;1920;Rowing;1;;
NZL;2004;Triathlon;;1;1
NZL;2004;Rowing;;1;
NZL;2004;Cycling;;1;
NZL;2004;Canoe / Kayak;;;1
NZL;1956;Sailing;;1;
NZL;1956;Athletics;;1;
NZL;1936;Athletics;;1;
NZL;1932;Rowing;;;1
NZL;1928;Boxing;;1;
GRE;1896;Athletics;6;1;3
GRE;1896;Shooting;3;3;3
GRE;1896;Aquatics;3;1;3
GRE;1896;Weightlifting;2;;
GRE;1896;Gymnastics;2;2;2
GRE;1896;Wrestling;1;;1
GRE;1896;Tennis;1;;1
GRE;1896;Fencing;1;2;1
GRE;1896;Cycling;;1;3
GRE;2004;Wrestling;1;;
GRE;2004;Weightlifting;1;;
GRE;2004;Rowing;1;;
GRE;2004;Athletics;1;2;2
GRE;2004;Taekwondo;;;2
GRE;2004;Sailing;;1;1
GRE;2004;Judo;;1;
GRE;2004;Gymnastics;;1;
GRE;2004;Aquatics;;1;1
GRE;2000;Wrestling;1;;
GRE;2000;Weightlifting;1;2;2
GRE;2000;Gymnastics;1;;1
GRE;2000;Taekwondo;;1;
GRE;2000;Athletics;;1;3
GRE;2012;Rowing;1;;
GRE;2012;Judo;1;;
GRE;2008;Sailing;1;;
GRE;2008;Athletics;1;;
GRE;2008;Taekwondo;;;1
GRE;2008;Rowing;;;1
GRE;1980;Wrestling;1;1;
GRE;1980;Sailing;1;;
GRE;1988;Wrestling;1;;
GRE;1984;Wrestling;1;;1
GRE;1968;Wrestling;1;;
GRE;1956;Athletics;1;;
GRE;1912;Athletics;1;1;
GRE;1904;Athletics;1;;
GRE;1904;Weightlifting;;1;
GRE;1996;Weightlifting;;2;3
GRE;1996;Sailing;;1;
GRE;1996;Gymnastics;;1;
GRE;1996;Athletics;;;1
GRE;1992;Weightlifting;;1;
GRE;1992;Athletics;;1;
GRE;1972;Wrestling;;;1
GRE;1972;Sailing;;;1
GRE;1960;Sailing;;1;
GRE;1920;Shooting;;;1
GRE;1908;Athletics;;;3
EUA;1964;Wrestling;3;;1
EUA;1964;Athletics;3;2;5
EUA;1964;Equestrian;2;2;2
EUA;1964;Aquatics;2;1;5
EUA;1964;Rowing;1;1;2
EUA;1964;Judo;1;;1
EUA;1964;Gymnastics;1;;1
EUA;1964;Football;1;;
EUA;1964;Fencing;1;;1
EUA;1964;Cycling;1;1;
EUA;1964;Canoe / Kayak;1;2;1
EUA;1964;Boxing;1;;2
EUA;1964;Sailing;;1;1
EUA;1960;Athletics;3;2;8
EUA;1960;Aquatics;3;2;1
EUA;1960;Shooting;1;1;
EUA;1960;Sailing;1;;
EUA;1960;Fencing;1;1;
EUA;1960;Equestrian;1;1;
EUA;1960;Boxing;1;;
EUA;1960;Wrestling;;1;3
EUA;1960;Rowing;;3;1
EUA;1960;Cycling;;;4
EUA;1960;Canoe / Kayak;;1;2
EUA;1956;Athletics;2;;5
EUA;1956;Hockey;1;;
EUA;1956;Equestrian;1;2;3
EUA;1956;Cycling;1;;
EUA;1956;Canoe / Kayak;1;1;2
EUA;1956;Aquatics;1;1;
EUA;1956;Wrestling;;;1
EUA;1956;Rowing;;;1
EUA;1956;Gymnastics;;1;
EUA;1956;Boxing;;1;1
AUT;1948;Fencing;1;;
AUT;1948;Canoe / Kayak;1;;
AUT;1948;Athletics;1;1;
AUT;1936;Fencing;1;;
AUT;1936;Equestrian;1;;
AUT;1936;Canoe / Kayak;1;3;3
AUT;1936;Weightlifting;;1;
AUT;1936;Rowing;;;1
AUT;1936;Handball;;;1
AUT;1936;Football;;;1
AUT;1932;Wrestling;2;;
AUT;1932;Weightlifting;1;;1
AUT;1932;Fencing;;1;
AUT;1900;Fencing;2;;
AUT;1900;Aquatics;1;;3
AUT;2008;Canoe / Kayak;1;;
AUT;2008;Aquatics;1;;
AUT;2008;Judo;;;1
AUT;1996;Shooting;1;;1
AUT;1996;Athletics;1;;
AUT;1972;Shooting;1;;
AUT;1972;Athletics;1;;
AUT;1972;Canoe / Kayak;;;1
AUT;1968;Canoe / Kayak;1;;
AUT;1968;Athletics;1;;1
AUT;1968;Sailing;;;1
AUT;1956;Rowing;1;;
AUT;1956;Canoe / Kayak;1;;
AUT;1912;Fencing;1;;1
AUT;1912;Aquatics;1;;
AUT;1912;Tennis;;;1
AUT;1896;Cycling;2;1;
AUT;1896;Aquatics;;1;1
AUT;2004;Shooting;1;;
AUT;2004;Triathlon;;1;
AUT;2004;Sailing;;1;1
AUT;2004;Judo;;;1
AUT;2004;Aquatics;;;2
AUT;1984;Judo;1;1;
AUT;1984;Shooting;;;1
AUT;1980;Shooting;1;;
AUT;1980;Sailing;;;2
AUT;1980;Equestrian;;1;
AUT;1976;Shooting;1;;
AUT;1952;Canoe / Kayak;1;;1
AUT;1928;Rowing;1;;
AUT;1928;Weightlifting;;2;
AUT;1924;Weightlifting;1;;3
AUT;1908;Aquatics;1;;
AUT;1904;Aquatics;1;;
AUT;2000;Sailing;;2;
AUT;2000;Athletics;;;1
AUT;1992;Rowing;;;1
AUT;1992;Equestrian;;;1
AUT;1988;Judo;;1;
AUT;1960;Shooting;;1;
AUT;1960;Rowing;;;1
ESP;1996;Judo;2;;1
ESP;1996;Tennis;1;;2
ESP;1996;Handball;1;;
ESP;1996;Boxing;1;;
ESP;1996;Athletics;1;;1
ESP;1996;Sailing;;2;
ESP;1996;Hockey;;;1
ESP;1996;Gymnastics;;1;
ESP;1996;Cycling;;1;1
ESP;1996;Aquatics;;1;
ESP;2004;Cycling;2;;3
ESP;2004;Gymnastics;1;1;
ESP;2004;Equestrian;1;;1
ESP;2004;Athletics;1;;1
ESP;2004;Volleyball;;;1
ESP;2004;Shooting;;;1
ESP;2004;Sailing;;1;2
ESP;2004;Canoe / Kayak;;1;1
ESP;2000;Tennis;1;;
ESP;2000;Handball;1;;
ESP;2000;Cycling;1;1;
ESP;2000;Athletics;1;;
ESP;2000;Aquatics;1;;
ESP;2000;Taekwondo;;;1
ESP;2000;Judo;;1;
ESP;2000;Gymnastics;;1;
ESP;2000;Football;;;1
ESP;2000;Boxing;;;1
ESP;2012;Handball;1;;
ESP;2012;Canoe / Kayak;1;;2
ESP;2012;Aquatics;1;;4
ESP;2012;Triathlon;;;1
ESP;2012;Taekwondo;;1;2
ESP;2012;Sailing;;2;
ESP;2012;Basketball;;;1
ESP;2008;Handball;1;;
ESP;2008;Fencing;1;;
ESP;2008;Cycling;1;2;1
ESP;2008;Tennis;;1;1
ESP;2008;Sailing;;1;1
ESP;2008;Hockey;;;1
ESP;2008;Gymnastics;;;1
ESP;2008;Canoe / Kayak;;1;2
ESP;2008;Basketball;;;1
ESP;2008;Aquatics;;;2
ESP;1992;Tennis;1;;2
ESP;1992;Athletics;1;2;1
ESP;1992;Sailing;;4;1
ESP;1992;Judo;;2;
ESP;1992;Hockey;;1;
ESP;1992;Gymnastics;;;1
ESP;1992;Football;;1;
ESP;1992;Cycling;;1;
ESP;1992;Boxing;;;1
ESP;1992;Archery;;1;
ESP;1992;Aquatics;;1;1
ESP;1988;Shooting;1;;
ESP;1988;Aquatics;1;;
ESP;1988;Tennis;;;1
ESP;1988;Sailing;;1;
ESP;1984;Canoe / Kayak;1;;
ESP;1984;Athletics;1;;
ESP;1984;Sailing;;1;
ESP;1984;Rowing;;;1
ESP;1984;Basketball;;;1
ESP;1980;Canoe / Kayak;1;;1
ESP;1980;Aquatics;1;;
ESP;1980;Sailing;;1;
ESP;1980;Hockey;;;1
ESP;1980;Athletics;;;1
ESP;1972;Boxing;1;;
ESP;1960;Hockey;1;;
ESP;1932;Sailing;1;;
ESP;1976;Sailing;;;1
ESP;1976;Canoe / Kayak;;;1
ESP;1952;Shooting;;;1
ESP;1948;Equestrian;;;1
ESP;1928;Equestrian;;1;
ESP;1920;Polo;;;1
ESP;1920;Football;;;1
ESP;1900;Basque Pelota;;1;
YUG;1984;Wrestling;2;2;1
YUG;1984;Boxing;2;1;1
YUG;1984;Rowing;1;;
YUG;1984;Football;1;;
YUG;1984;Basketball;1;;
YUG;1984;Handball;;2;
YUG;1984;Canoe / Kayak;;1;2
YUG;1984;Aquatics;;1;
YUG;1988;Table Tennis;1;;1
YUG;1988;Shooting;1;2;
YUG;1988;Rowing;1;;
YUG;1988;Handball;1;;
YUG;1988;Boxing;1;;
YUG;1988;Wrestling;;;1
YUG;1988;Basketball;;;2
YUG;1988;Aquatics;;1;
YUG;1980;Wrestling;1;;
YUG;1980;Rowing;1;;1
YUG;1980;Judo;1;;
YUG;1980;Basketball;1;1;
YUG;1980;Handball;;;1
YUG;1980;Boxing;;1;
YUG;1980;Aquatics;;;1
YUG;1976;Judo;1;;
YUG;1976;Canoe / Kayak;1;1;
YUG;1976;Boxing;1;;1
YUG;1976;Wrestling;;1;1
YUG;1976;Basketball;;;1
YUG;1928;Gymnastics;3;1;1
YUG;1996;Volleyball;1;;
YUG;1996;Shooting;1;1;
YUG;1996;Basketball;;;1
YUG;1972;Wrestling;1;;1
YUG;1972;Boxing;1;1;
YUG;1972;Handball;;1;
YUG;1968;Wrestling;1;;1
YUG;1968;Boxing;1;;
YUG;1968;Gymnastics;;1;
YUG;1968;Basketball;;;1
YUG;1968;Aquatics;;2;1
YUG;1964;Wrestling;1;1;
YUG;1964;Gymnastics;1;1;
YUG;1964;Aquatics;;;1
YUG;2000;Aquatics;1;;
YUG;2000;Volleyball;;1;
YUG;2000;Shooting;;;1
YUG;1960;Wrestling;;;1
YUG;1960;Football;;1;
YUG;1956;Football;;;1
YUG;1956;Athletics;;;1
YUG;1956;Aquatics;;;1
YUG;1952;Rowing;;1;
YUG;1952;Football;;;1
YUG;1952;Aquatics;;;1
YUG;1948;Football;;;1
YUG;1948;Athletics;;;1
YUG;1936;Gymnastics;;;1
YUG;1924;Gymnastics;;2;
KEN;2012;Athletics;5;2;4
KEN;2008;Athletics;4;6;4
KEN;1972;Boxing;2;;1
KEN;1972;Athletics;2;2;2
KEN;1996;Athletics;3;1;4
KEN;2004;Athletics;2;1;4
KEN;2000;Athletics;2;2;3
KEN;1992;Athletics;2;2;4
KEN;1988;Boxing;1;1;
KEN;1988;Athletics;1;4;2
KEN;1984;Boxing;1;;
